id,sust_score,name
805428808638,0.0,"GIRLS BABY SWIMS_12-18 // 86,rose"
821173001020,-3.0,"MEN'S BOXER BASI_XXL,black"
823712800184,-3.0,BIO Men's slippers Invisible 2-prs
816340524320,-3.0,"DUO SLIP_L = 44/46,black"
700471000000,-3.0,GM C&T TISCHTUCHR. TC DAMAST 45M
513894100000,-3.0,Axe Dusche Wild pink Pepper
833902000000,0.0,Ladies' baseball cap
106506600000,-4.74,Bon Chef Currysauce Madras
836100633306,0.0,"Ladies' T-shirt_L,lilac"
200623700000,-6.85,Alfredo Più Fior di Latte
844978502538,-3.0,"KK-HAUSSCHUH OKL_025,rose"
704110000000,-3.0,TESA P-STRIPS W-PROOF MET
131021000000,-3.48,Anna's Best Alicesalat
152101800000,-3.39,Sun Queen Passionsfrucht
100121200000,0.0,Bärner Schoggi
747317800000,-3.0,TONIE-FIGURE/ KLEINER EISBÄR
105360400000,-5.412,Bio Pecannüsse lose
236702750000,-13.143,Rapelli Sulz Gugelhopf
821300200883,-3.0,"MEN'S SHORTY BIO_L,dark grey"
270580302100,-3.324,Migros Bio Cicorino rosso
743407100000,-3.0,DICE CUP IN POLYBAG
815330724310,-3.0,"LADIES SLIP MIDI_L = 44/46,white"
233520921000,-10.599,Speckwürfeli
700171600002,-3.0,BOWL TAUPE 15.5 CM
526764600000,-3.0,REXONA SPRAY COBALT DUO25
131560300000,-9.01,Sushi Salmon Masago Rolls
747394900000,-3.0,POLLY POCKET HFJ64 STARLIGHT CASTLE
748518900300,-3.0,TRAVEL QUIZ PAW PATROL_IT
766600400074,-3.0,GM KT BISTRO CHECK BEIGE SET/2
110199100000,-2.12,Werners Magenbrot
104463400000,-4.103,Alnatura Dinkelgriess
210153122200,-9.12,Obwaldner Alpkäse
832517322220,0.0,"Leggings Trend_M,black"
823717000000,-3.0,BIO Men's sneakers Bio Cotton 2-prs
513378100000,-3.0,Garnier Micellar Eco Pads
210124600000,-12.12,Migros Bio Fondue Moitié-Moitié
504956000000,-3.0,POT CINNAMON ORANGE
804798318544,0.0,"TOP 2-PCS_14-16 // 170,turqoise"
520360400000,-3.0,M-Plast Vlies-Heftpflaster
848610300060,-3.0,"BIG FOLDING BAG_one Size,green"
515231900000,-3.0,Clean Fresh Skin Milk Foundation 620 Deep
160157200000,-3.0,Pataclette Vacherin
513374800000,-3.0,Daytox Retinol Serum
804990210443,0.0,"BOYS SHORTS_104,navy"
210121026000,-12.12,Le Gruyère rezent
507040500000,-3.0,WC Reiniger Fresh Ocean Clean
220250814500,-26.903,Rapelli Beef Tatar
804989730540,0.0,"SHORTS_158/164,blue"
153211700000,-5.99,Demeter Sugo al Basilico
230640560000,-7.599,Freiburger Bauernwurst 1 Paar
847936400010,-3.0,"TANA FOOT SILK 1_000,white"
157212200000,-3.823,Knorr Noodles Cheese
156050100000,-3.633,Polli Champignons grilliert
891526360581,-3.0,"BIO BABY BODY 5-_50/56,light grey"
251339960000,-6.713,Anna's Best MSC Fisch Nuggets
720679900000,-3.0,RB-MAPPE A4 SCHW
746084600000,-3.0,PLAYMOBIL 6765 TAKE ALONG NOAH'S ARK
815342500320,-3.0,"SPAGHETTI TOP BA_M,black"
806240017843,0.0,"PYJAMA_4-6 // 110/1,navy"
891908208640,-3.0,"BIO BABY PYJAMA_086,blue"
205083300000,-4.253,LC1 Joghurt nature ungezuckert
802973800000,0.0,KIDS SNEAKER 3 PCS
843030603920,-3.0,"UX-COMFORTSLIPPE_039,black"
720134600000,-3.0,SPIRALHEFT A4 KA
101923900000,-2.303,Kelly's Linsen Chips Sour Cream
830224100017,-3.0,"Lady's knee sock_one size,porcelaine"
823722730340,-3.0,BIO Men's slippers Invisible 2-prs
107126300000,-12.251,Bio Max Havelaar Bohnen 500g
130163000000,-4.41,Anna's Best Tortelloni Ricotta-Spinaci
720878400000,-3.0,MBUD STICKY NOTES 76X76MM 4X100S FSC
120818900000,-3.3529999999999998,Aus der Region Knutwiler ohne CO2
120106100000,-3.3529999999999998,Focus Vitamin Water Pink Ribbon Edition
513226400000,-3.0,WELEDA WASHLOTION
231040751110,-10.73,Tradition Ofenfleischkäse
512506200000,-3.0,ARAD SPA SALT BUTTER PEELING
523406000000,-3.0,LAVERA DEO SPRAY REFRESH
709226600000,0.0,Tablecloth
748674600000,-3.0,MIGROS BUS
271711102300,-3.37,Pimientos tipo Padron
526106000000,-3.0,KLEENEX BALSAM 12X9
702868900000,-3.0,WATTENDISPENSER
823716729284,-3.0,Men's socks Mercerized Cotton 2-prs
528708400000,-3.0,NYX SWHP MATTE LIP CRM IO
507031900000,-3.0,MPLUS WC STICK RF
221850010092,-10.719999999999999,Hors Line Pferdesteak
514302500000,-3.0,Candida Prothesenbürste
727902600000,0.0,STAB FSMALER PEN 68 12ST PASTELL
511851200000,-3.0,Sanactiv Massage-Stift
153232100000,-3.634270316,M-Budget gehackte Tomaten
701072300000,-3.0,GM C&T PLACEMATS/TABLERUNNER 3IN1
205223100000,-4.25,YOU Skyr Himbeere
816337023620,-3.0,"WIRED UNPADDED B_100 D,black"
104253800000,-3.6029999999999998,Premier Protein Bar Caramel
830216344403,-3.0,"LADY'S TIGHTS FA_XL,bronze"
130140600000,-4.41,M-Budget Tortellini Käse
518614300000,-3.0,Infaillible 32h Fresh Wear foundation 180 Rose Sand
521001700000,-3.0,ALN MANGO APPLE BAR 23G
528556200000,-3.0,NYX CSWS 24-HOUR F LIGHT
805429109875,0.0,"GIRLS BABY SWIMS_24-36 // 98,light beige"
101040400000,-3.0,Haribo Starmix
122063300000,-3.867,Aus der Region Aprikosen Nectar
804691717760,0.0,"PANTY 3-PCS_3-4 // 98/10,green"
251339970000,-8.083,Anna's Best Lachswürfel
519317600000,-3.0,Color Riche Glow Paradise lipstick 191 Nude Heaven
130601000000,-5.13,Mini Salatsossä Italia
106406000000,-3.86,Tradition Kräutersenf
131411900000,0.0,Migros Daily Egg & Cheese Toasty
803584418520,0.0,"HIPSTER 3 PCS_14-16 // 170,black"
131181100000,-6.037,Anna's Best Vegi Hummus Trio
723982200000,-3.0,HAPPY BIRTHDAY METALLIC BALLOONS 12 PCS
514643600000,-3.0,M-CLASSIC REPAIR SH
748411900000,-3.0,KNETÄ® BAG TÜRKIS (100g)
155140500000,-11.87,MIMARE FLAVOR TUNA BASIL
122006900000,-3.867,M-Budget Fruit Fun Multivitamin
205214100000,-4.248,Farmer Joghurt Schokolade
220460010511,-27.5,Kalbsnierstück IP-SUISSE
120112700000,-3.3529999999999998,Volvic Bio Essence Orange-Holunderblüte
104264800000,-3.0,Protein Kitchen Cocoa Hazelnuts
748683400300,-3.0,SBLOCCA LA PORTA_IT
111900400000,-3.922,M-Classic Baguettini
888300933320,-3.0,"MAMA jeggings_L,black"
107132500000,-11.623,Café Royal Doppio Espresso 10 Kapseln
823717030320,-3.0,BIO Men's sneakers Bio Cotton 2-prs
830219322217,-3.0,"LADY'S TIGHTS CO_M,porcelaine"
122289400000,-3.87,Sun Queen Orange
822706300810,0.0,tank top for men
220232300041,-38.76,Migros Bio Rindsbraten gespickt
830223000000,-3.0,Damen Strumpfhosen Absolut Opaque
502096100000,-3.0,Sgrassatore Candeg.
816338021375,-3.0,"COTTON WIRELESS_85 B,light beige"
720508900012,-3.0,A-HÜLLE 50ST TRANSP
816338321320,-3.0,"COTTON WIRELESS_85 B,black"
830216830217,-3.0,"LADY'S KNEE SOCK_35-38,porcelaine"
196046101000,-5.808,Migros Bio Eier 10 x 53g+
130468600000,-6.54,Anna's Best Canapé Schinken
700171100005,-3.0,BASIC STANDARD DINNER PLATE
832725244420,0.0,"Tights Fashion_XL,black"
720320500000,-3.0,BALANCE PURE COPY A4 160G 250BL
723968000000,-3.0,TRAGETASCHEN KLEIN 7STK KRAFT
702853000000,-3.0,ROTHO WANNE FLOW 25L SMOKE GREEN
806352918420,0.0,"BOXER 3-PCS_12-14 // 158,black"
103331500000,-4.843,OLIVE OIL MONINI CLASSICO 1LT
747192200041,-3.0,MILETTE CLOTH WITH RUFFLE ELEPHANT
806239818383,0.0,"PYJAMA_10-12 // 146,dark grey"
723964900000,-3.0,WUNDERKERZE STERN
205014400000,-4.248,M-Classic Joghurt Apfel mixed
830219511184,-3.0,"LADY'S TIGHTS VI_S,anthracite"
843503703720,-3.0,"UX-BADESLIPPER S_037,black"
260210601000,-3.258,Äpfel Elstar süss-säuerlich
113636100000,-4.12,Sélection Christstollen
109000200000,-3.0,Senior Terrine
231517281900,-10.733,Malbuner Fürstenschinken
271207909300,-3.37,Spinat
520209100000,-3.0,SELENACARE SANITARY 3+
113129400000,-3.0,M-Classic Duo-Pastetli
803583917810,0.0,"PANTY 3-PCS_4-6 // 110/1,white"
528542400000,-3.0,NYX LIPPENSTIFT SML BRUNC
722800500030,-3.0,ZYLINDER 100X50M
130154000000,-6.199,Teigwaren Pilz
233013110000,-10.763,Beretta San Daniele Schinken
521015100000,-3.0,Mibébé 5-Korn Brei
101006800000,-3.0,Fisherman's Friend Cherry
154321000000,-7.75,MSC Thonpains
805424630343,0.0,"SWIMSUIT_8-10 // 134/,navy"
104215400000,-4.34,M-Classic Sesam geschält
101918000000,-5.303,M-Classic Popcorn Caramel
105257200000,-3.0,N.A! HIMBEER-STICKS
702870600000,-3.0,HANDBRAUSE PISA
526800700000,-3.0,pH balance Deo Roll-on
517900500000,-3.0,MNY MAS COLOSSAL BIG SHOT
210415824100,-12.12,Davoser Bergkäse
816341024111,-3.0,"DUO SHORT_S = 36/38,offwhite"
747272400000,-3.0,MILETTE MILK POWDER DISPENSER
747533200000,-3.0,HEROES OF GOO JIT ZU DINO SINGLEPACK ASS
720442500000,-3.0,BEL KINDERMALSCHÜRZE NYLON
212414700000,-12.12,Asiago a cubetti
836300322281,0.0,"Women's sweatpan_M,light grey"
803584700000,0.0,PANTY 3-PCS
891526460705,-3.0,"BIO BABY BODY 5-_74/80,mint"
130189200000,-6.199,Anna's Best Gnocchi Caprese
514887600000,-3.0,Garnier Olia - 6.0 Hellbraun
721283400000,-3.0,FRI FINEL RADIERBAR 4ST STANDARD
232303203000,-10.733,Citterio Salami Citterino
863468522240,0.0,"Women's swimsuit_M,blue"
816341507003,-3.0,"CLASSIC LONG LAC_070,pouder"
210463542400,-12.11,Änneli's Rahmchäs
107081800000,-6.869,Migros Bio Tisana Malva & Lime
212555700000,-9.85,M-Budget Brie
522002900000,-3.0,Doppelherz Beauty Kollagen + Silicium Kapseln
113268100000,-1.66,Rohner Schaum-Erdbeeren
804991200000,0.0,BABY BOYS NAPPY SHORTS
270888402300,0.6299999999999999,Migros Bio Mungosprossen
805428809838,0.0,"GIRLS BABY SWIMS_24-36 // 98,rose"
241102740000,-9.74,Migros Bio Poulet Minifilets
113264800000,-0.1200000000000001,Grosis Schoggicake
110132500000,-4.883,Garibaldi Fior di Cantuccini
261600901000,-3.348,Extra Pfirsiche weiss
823722730481,-3.0,BIO Men's slippers Invisible 2-prs
525157400000,-3.0,Gift Set Kit 2 Happy Birthday
107002900000,-6.869,Migros Bio Tee Alpenkräuter Brenne.
525109700000,-3.0,Nail polish 20 Lovie Dovie
504920600000,-3.0,HUILE MONOI COCO
706220700000,-3.0,MIOB GREEN HOLZ-BODENWISCHER FSC ORANGE
210423503000,-12.11,Val Conche-Käse
158528000000,-4.74,CS SAMBAL OELEK 200G
836101533340,0.0,"Ladies' T-shirt_L,blue"
842935904120,-3.0,"UX-HAUSSCHUH VA_041,black"
158576300000,-4.393,Thai Kitchen Frühlingsrollenblätt
705343600039,-3.0,TRINKFLASCHE SISTEMA 330ML PINK
514945700000,-3.0,Nivea Care & Hold Styling Cream Gel
230510056000,-10.733,AdR Schweinswürstli
274486002300,1.8399999999999999,Migros Bio Kartoffeln festkoch.
230534600000,-10.733,Oriental Special Rindfleischwurst
847321503740,-3.0,"UX-COMFORTSLIPPE_037,blue"
102502900000,-3.662768282,M-Budget Zitronen Cake
847941504010,-3.0,"LAMMFELSOHLE_040,white"
271414101000,-3.0,Extra Tomaten Sweet Cherry
104129400000,-4.383,Garofalo Gnocco Sardo ohne Gluten
706003400000,-3.0,TWIST CARE ERSATZTÜCHER XL 20ST
815331724303,-3.0,"LADIES SLIP CLAS_L = 44/46,pouder"
511979100000,-3.0,Kneipp natürliches Magnesium + Calcium & Vitamin D3
110111300000,-5.12,Werners Mini Magenbrot
815341200580,-3.0,"LADIES BRAZILIAN_XL,grey"
241102750000,-9.74,Migros Bio Poulet Ragout
210418428200,-12.12,Raclette Block
511975800000,-3.0,Kneipp Körpermilch Mandelblüten
847936800000,-3.0,SCHNÜRSENKEL FLACH
517631400000,-3.0,MNY CS SHAPI LIP LINE 90
803583617910,0.0,"PANTY 3-PCS_6-8 // 122/1,white"
151081100000,-3.727,AdR Konfitüre 3x230g
162505500000,-8.998999999999999,APERO FRUEHLINGS POU .12S
158588700000,-4.0329999999999995,Lobo Tom Yum Paste
232100501000,-10.599,Appenzeller Pantli
743452100000,-3.0,LEGO SPEED CHAMPIONS 76918 MCLAREN
747193600000,-3.0,SKIP HOP SNACK BOX BEE
103531300000,-3.689,M-Classic Weissweinessig mit Kräutern
805424930243,0.0,"TIGHTS_6-8 // 122/1,navy"
815340500310,-3.0,"LADIES SLIP M-BU_M,white"
160381600000,-1.46,Bio Vanille Bourbon
817310800000,-3.0,LADY'S SHORTY BIO
110192200000,-5.12,Werners AdR mini Magenbrot
200655100000,-9.854713822,M-Classic Mozzarella gerieben
514938200000,-3.0,M-CLASSIC STR&VOL HSP AE
101136400000,-3.0,M-Budget Chewing Gum Spearmint
748502300000,-3.0,B/O BÜGELEISEN ROT/WEISS
701156900000,-3.0,"Basic Degu 6 pieces, 21.5cl"
743801300000,-3.0,TRANSFORMERS TERRAN 1 STEP FLIP BASALT
158555500000,-4.1129999999999995,Al Fez Taboulé Salat
847942800210,-3.0,"SOFTGEL EINLAGE_002,white"
703580500000,-3.0,BASIC CRÊPE-PAN
804990110441,0.0,"BOYS SHORTS_104,light blue"
821172200000,-3.0,MEN'S SLIP M-BUDGET
100192900000,-3.0,Alnatura Schokolade Feine Bitter 70%
848800200791,-3.0,Überbrille
703734100000,-3.0,C&T CANNING GLASS 440 ML
120928500000,-3.352823211,Ice Tea Bio Alpenkr. ohne Zucker
881620610443,-3.0,"JEANS_3 - 4 // 104,navy"
106258500000,-4.2,Sélection Tellicherry Pfeffer
525111800000,-3.0,Nail polish 73 Cute as a Button
513344200000,-3.0,I am Face Mizellenwasser TH
210118500000,-12.123,Gruyère Stick
806464318480,0.0,"SHIRT DOUBLE PAC_12-14 // 158,grey"
815330524420,-3.0,"LADIES SLIP MINI_XL = 48/50,black"
130913700000,-4.39,Alnatura Rote Linsen Burger
843503500000,-3.0,Unisex Badeslipper Ibiza
724255000000,0.0,"SOLAR LIGHT CHAIN, 10 COLORED LANTERNS"
700168100004,-3.0,MUG GREEN
700164800004,-3.0,PLATTER UNI WHITE 24.5CM
848312100000,-3.0,BACKPACK
822651001005,0.0,"MEN'S BOXER BASI_XXL,mint"
110174900000,-6.470000000000001,Migros Bio Choco-Dinkel-Sablé
702037100000,-3.0,YOLLY COFFEE SPOON BAMBOO/CORN 15PCS
888300500000,-3.0,MAMA sweatpants
505064700000,-3.0,Mini Spray Oriental Flower
747327200000,-3.0,HAPE BABY'S FARM ANIMAL BOOK
220234041111,-27.46,Qualivo Rind Hohrückensteak
231502482000,-10.733,Ofenbraten geschnitten
513399000000,-3.0,Garnier Charcoal Serum
894932808074,0.0,"SHORTS_8-12 // 80,beige"
748074000000,-3.0,PLAYMOBIL 71003 SWAT TRUCK
724088700000,0.0,Solar Silver/Blue Torch
816337400000,-3.0,WIRELESS UNPADDED BRA
107099700000,-3.863,Messmer Zimtpflaume
766600200080,-3.0,GM KT WAFFLE STONE WASH GREY SET/2
204461100000,-5.6690000000000005,ColBalance vital Margarine
106285700000,-4.62,Grand St. Bernard Bio Schwein
720538700040,-3.0,"SICHTMAPPE KLEMM_000,blue"
110305000000,-4.728,Fette Biscottate di farro
514060600000,-3.0,Meridol Zahnbürste Sanft
523025500000,-3.0,Cattier® Nourishing body milk - shea geranium
830424500320,-3.0,"LADY'S TIGHTS DI_Gr. 3,black"
158513900000,-5.303,BIO ACAP. TORT. CHIPS NA.
747498000000,-3.0,FROZEN 2 SCHWESTERNSCHMUCK
724076300000,0.0,SOLAR LAMP CRACKLE
106225000000,-4.248,Sel des Alpes fein Jod & Fluor
705652600000,-3.0,ERGO CHEESE SLICER BLACK
152191500000,-3.393,Alnatura Sauerkirschen
720734000000,-3.0,PAP SPIRALALBUM 32X32CM_BEIGE
749019900000,-3.0,UNO ALL WILD HHL33
514721000000,-3.0,GLISS TOTAL REPAIR 19 EXPR.-SPUELUNG
747166200002,-3.0,MEDELA PACIFIER NATURAL 6-18 M. DUO BLUE
233110285010,-9.0,Kräuterspeck IP-SUISSE
500519200000,-3.0,EXELIA FLORENCE TUMBLERTU
708106300000,-3.0,MESH STRAINER Ø14 CM
817314024535,-3.0,"LADY'S PYJAMA BI_XXL = 52/54,aubergine"
709344000000,0.0,Napkins 1/8
748945700000,-3.0,KOSMOS EXIT DAS HAUS DER RÄTSEL
513626700000,-3.0,Pedic Ersatzrollen
111406000000,-3.922,Butterzopf IP-SUISSE
880370811031,0.0,"SHORTS 2-PCS_4 - 5 // 110,light red"
833902111174,0.0,Ladies' hat
161615400000,0.3769999999999998,M-Budget Rahmspinat gehackt
210476900000,-12.12,Raccard Nature Scheiben Duo
158590800000,-3.823,Saitaku Ramen Noodles
231505808110,-10.73,Migros Bio Chämischinken geschnitten
275780302100,-3.497,Migros Bio Blumenkohl
888000195216,-3.0,"MAMA DUO-PACK kn_35-37,nude"
516326700000,-3.0,MH EYEMAZING EYESHAD. 06
815329824303,-3.0,"LADIES BUSTIER E_L = 44/46,pouder"
130222500000,-5.82,Tradition Flammkuchen Duo
120219700000,-3.87,VYTE Berry Mix
104163100000,-4.381,Molisana Fusilli Vollkorn
120247400000,-3.456,Aus der Region Eistee Minze-Aronia
277319502200,-3.375,Pfefferminze
513235800000,-3.0,MILETTE SENSITIVE
702314400000,-3.0,ME ESPRESSO-MAKER INOX 10 TASSEN
831226030338,-3.0,BIO Lady's slippers Invisible 2-prs
227221545011,-18.657,Kalbsbrät IP-SUISSE
748416300000,-3.0,GABBY'S DOLLHOUSE
815344100278,-3.0,"LADIES HIPSTER B_S,taupe"
122053900000,-0.867,Aus der Region Erdbeerennektar
204003200000,-4.482,Migros Bio Vollmilch Past
120119400000,-3.426,Acqua Nostrana ohne CO2
513239100000,-3.0,MILETTE SENS. TRAVEL
512025100000,-3.0,DETTOL SOAP NT STARTERSET
282599300000,-67.26,"Kakteen Mix im Keramikgefäss, Topf Ø 17 cm"
514160000000,-3.0,Elmex Zahnpasta Kariesschutz
705723700040,-3.0,BOTTLE SINGLE WALL 650ML BLUE
821171200920,-3.0,"MEN'S SHIRT BASI_XL,black"
720634600000,-3.0,PINWAND 40X60CM
816339421508,-3.0,"CLASSIC WIRED UN_95 B,salmon"
847942303610,-3.0,"SPORT SOHLE_036,white"
151409000000,-4.3,Aus der Region Cremiger Honig
705982600000,-3.0,GEBUEHRENSACK 35L SPREITENBACH
802976130257,0.0,"KIDS SOCKS 2 PCS_35-38,orange"
844454102638,0.0,"KK-SANDALE MALAG_026,rose"
700163600001,-3.0,LOFT MUG GREEN GLAZE
803584118581,0.0,"BUSTIER_14-16 // 170,light grey"
823720230410,-3.0,"Men's sneakers A_43-46,white"
152900300000,-3.39,Sun Queen Mandarinenschnitze
100920900000,-3.0,"Frey Truffes assortiert, 49g"
511861800000,-3.0,Cistus-Echinacea ImmunFIT
723963300000,-3.0,FOIL BALLOONS 3 PCS 14.5CM
833901500082,0.0,"Baseball cap_one size,med.grey"
728102600000,-3.0,BEL STENCIL SET 4PCS
519308300000,-3.0,Color Riche Intense Volume Matte lipstick 480 Le Plum Dominant
830423800370,-3.0,"LADY'S TIGHTS DI_Gr. 3,brown"
130382400000,-6.037,Siedfleischsalat
709039600000,-3.0,KAMBUKKA LAGOON 750ML ULTRA MARINE
101913300000,-7.028,M-Classic Popcorn gesalzen
821170300610,-3.0,"MEN'S SHIRT CLAS_S,white"
104240400000,-0.6059999999999999,Farmer Bio Junior Erdbeere
121326200000,-3.3529999999999998,Eichhof Radler alkoholfrei
524201700000,-3.0,Sante Zahngel B12 ohne Fluor
815330824210,-3.0,"LADIES SLIP MIDI_M = 40/42,white"
514851700000,-3.0,Schwarzkopf Live Ultra Brights 92 red
879204533357,0.0,"Men's swimshorts_L,orange"
130491800000,-6.529999999999999,Anna's Best Sandwich Poulet Mais
130101000000,-6.199,Anna's Best HIT Mezze Fleisch
113122700000,-4.66,M-Classic Linzertörtli
107144300000,-3.0,Tropical Mountains Brasileña Bio FT
830222744425,-3.0,"LADY'S TIGHTS FI_XL,choco"
101001200000,-3.0,M-Classic Erfrischungsbonbons
232104266000,-10.73,Migros Bio Lozärner-Chnebel
513908300000,-3.0,I am Professional Mitesserentferner
700170900003,-3.0,BLACK DINNER PLATE 26.5CM
709012100085,-3.0,ME KAMBUKKA ETNA GRIP 0.5L STAINL. STEEL
888200300000,-3.0,MAMA t-shirt
105250800000,-0.33999999999999986,Migros Bio Aroniabeeren
815331824311,-3.0,"LADIES TOP EA BA_L = 44/46,offwhite"
830424800843,-3.0,"LADY'S TIGHTS DI_S/M,navy"
220251555510,-24.46,Rindssteak mariniert IP-SUISSE
